id,title,authors,year,venue,url,area,relevance_to_project,adversarial_note
183,DreamPolicy: A Unified World-model Policy for Scalable Humanoid Locomotion,Yahao Fan; Tianxiang Gui; Kaiyang Ji; Shutong Ding; Chixuan Zhang; Yifeng Xu; Ke Yang; Jiayuan Gu; Jingyi Yu; Jingya Wang; Ye Shi,2025,arXiv,http://arxiv.org/abs/2505.18780v3,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
184,Transformers are Sample-Efficient World Models,Vincent Micheli; Eloi Alonso; François Fleuret,2022,arXiv,http://arxiv.org/abs/2209.00588v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
185,LanGWM: Language Grounded World Model,Rudra P. K. Poudel; Harit Pandya; Chao Zhang; Roberto Cipolla,2023,arXiv,http://arxiv.org/abs/2311.17593v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
186,Semantic World Models,Jacob Berg; Chuning Zhu; Yanda Bao; Ishan Durugkar; Abhishek Gupta,2025,arXiv,http://arxiv.org/abs/2510.19818v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
187,World Model-based Perception for Visual Legged Locomotion,Hang Lai; Jiahang Cao; Jiafeng Xu; Hongtao Wu; Yunfeng Lin; Tao Kong; Yong Yu; Weinan Zhang,2024,arXiv,http://arxiv.org/abs/2409.16784v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
188,Novelty Detection in Reinforcement Learning with World Models,Geigh Zollicoffer; Kenneth Eaton; Jonathan Balloch; Julia Kim; Wei Zhou; Robert Wright; Mark O. Riedl,2023,arXiv,http://arxiv.org/abs/2310.08731v4,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
189,SPARTAN: A Sparse Transformer World Model Attending to What Matters,Anson Lei; Bernhard Schölkopf; Ingmar Posner,2024,arXiv,http://arxiv.org/abs/2411.06890v3,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
190,Training Agents Inside of Scalable World Models,Danijar Hafner; Wilson Yan; Timothy Lillicrap,2025,arXiv,http://arxiv.org/abs/2509.24527v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
191,TWIST: Teacher-Student World Model Distillation for Efficient Sim-to-Real Transfer,Jun Yamada; Marc Rigter; Jack Collins; Ingmar Posner,2023,arXiv,http://arxiv.org/abs/2311.03622v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
192,Lifting Embodied World Models for Planning and Control,Alex N. Wang; Trevor Darrell; Pavel Izmailov; Yutong Bai; Amir Bar,2026,arXiv,http://arxiv.org/abs/2604.26182v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
193,IMWM: Intuition Models Complement World Models for Latent Planning,Baoqi Gao; Ruize Han; Miao Wang; Song Wang,2026,arXiv,http://arxiv.org/abs/2606.01626v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
194,Continual Visual Reinforcement Learning with A Life-Long World Model,Minting Pan; Wendong Zhang; Geng Chen; Xiangming Zhu; Siyu Gao; Yunbo Wang; Xiaokang Yang,2023,arXiv,http://arxiv.org/abs/2303.06572v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
195,LUMOS: Language-Conditioned Imitation Learning with World Models,Iman Nematollahi; Branton DeMoss; Akshay L Chandra; Nick Hawes; Wolfram Burgard; Ingmar Posner,2025,arXiv,http://arxiv.org/abs/2503.10370v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
196,VDFD: Multi-Agent Value Decomposition Framework with Disentangled World Model,Zhizun Wang; David Meger,2023,arXiv,http://arxiv.org/abs/2309.04615v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
197,Active World Model Learning with Progress Curiosity,Kuno Kim; Megumi Sano; Julian De Freitas; Nick Haber; Daniel Yamins,2020,arXiv,http://arxiv.org/abs/2007.07853v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
198,Policy-Driven World Model Adaptation for Robust Offline Model-based Reinforcement Learning,Jiayu Chen; Le Xu; Aravind Venugopal; Jeff Schneider,2025,arXiv,http://arxiv.org/abs/2505.13709v3,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
199,TransDreamer: Reinforcement Learning with Transformer World Models,Chang Chen; Yi-Fu Wu; Jaesik Yoon; Sungjin Ahn,2022,arXiv,http://arxiv.org/abs/2202.09481v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
200,Agentifying Patient Dynamics within LLMs through Interacting with Clinical World Model,Minghao Wu; Yuting Yan; Zhenyang Cai; Ke Ji; Chuangsen Fang; Ziying Sheng; Xidong Wang; Rongsheng Wang; Hejia Zhang; Shuang Li; Benyou Wang; Hongyuan Zha,2026,arXiv,http://arxiv.org/abs/2605.14723v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
201,Bootstrap Off-policy with World Model,Guojian Zhan; Likun Wang; Xiangteng Zhang; Jiaxin Gao; Masayoshi Tomizuka; Shengbo Eben Li,2025,arXiv,http://arxiv.org/abs/2511.00423v3,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
202,Diffusion for World Modeling: Visual Details Matter in Atari,Eloi Alonso; Adam Jelley; Vincent Micheli; Anssi Kanervisto; Amos Storkey; Tim Pearce; François Fleuret,2024,arXiv,http://arxiv.org/abs/2405.12399v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
203,Zero-shot World Models via Search in Memory,Federico Malato; Ville Hautamäki,2025,arXiv,http://arxiv.org/abs/2510.16123v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
204,Joint Learning of Hierarchical Neural Options and Abstract World Model,Wasu Top Piriyakulkij; Wolfgang Lehrach; Kevin Ellis; Kevin Murphy,2026,arXiv,http://arxiv.org/abs/2602.02799v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
205,Real-World Robot Control by Deep Active Inference With a Temporally Hierarchical World Model,Kentaro Fujii; Shingo Murata,2025,arXiv,http://arxiv.org/abs/2512.01924v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
206,Learning and Leveraging World Models in Visual Representation Learning,Quentin Garrido; Mahmoud Assran; Nicolas Ballas; Adrien Bardes; Laurent Najman; Yann LeCun,2024,arXiv,http://arxiv.org/abs/2403.00504v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
207,Time-Aware World Model for Adaptive Prediction and Control,Anh N. Nhu; Sanghyun Son; Ming Lin,2025,arXiv,http://arxiv.org/abs/2506.08441v1,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
208,Operator World Models for Reinforcement Learning,Pietro Novelli; Marco Pratticò; Massimiliano Pontil; Carlo Ciliberto,2024,arXiv,http://arxiv.org/abs/2406.19861v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
209,AdaWorld: Learning Adaptable World Models with Latent Actions,Shenyuan Gao; Siyuan Zhou; Yilun Du; Jun Zhang; Chuang Gan,2025,arXiv,http://arxiv.org/abs/2503.18938v4,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
210,DMWM: Dual-Mind World Model with Long-Term Imagination,Lingyi Wang; Rashed Shelim; Walid Saad; Naren Ramakrishnan,2025,arXiv,http://arxiv.org/abs/2502.07591v2,world models and model-based control,Retrieved by arXiv query: world model.,Pressures the claim against mature model-based RL alternatives.
211,Geometric Trajectory Diffusion Models,Jiaqi Han; Minkai Xu; Aaron Lou; Haotian Ye; Stefano Ermon,2024,arXiv,http://arxiv.org/abs/2410.13027v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
212,Trace and Pace: Controllable Pedestrian Animation via Guided Trajectory Diffusion,Davis Rempe; Zhengyi Luo; Xue Bin Peng; Ye Yuan; Kris Kitani; Karsten Kreis; Sanja Fidler; Or Litany,2023,arXiv,http://arxiv.org/abs/2304.01893v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
213,World Models via Policy-Guided Trajectory Diffusion,Marc Rigter; Jun Yamada; Ingmar Posner,2023,arXiv,http://arxiv.org/abs/2312.08533v4,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
214,Muninn: Your Trajectory Diffusion Model But Faster,Gokul Puthumanaillam; Hao Jiang; Ruben Hernandez; Jose Fuentes; Paulo Padrao; Leonardo Bobadilla; Melkior Ornik,2026,arXiv,http://arxiv.org/abs/2605.09999v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
215,Amortizing Trajectory Diffusion with Keyed Drift Fields,Gokul Puthumanaillam; Melkior Ornik,2026,arXiv,http://arxiv.org/abs/2603.14056v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
216,Dynamics-Compliant Trajectory Diffusion for Super-Nominal Payload Manipulation,Anuj Pasricha; Joewie Koh; Jay Vakil; Alessandro Roncone,2025,arXiv,http://arxiv.org/abs/2508.21375v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
217,SPOT: SE(3) Pose Trajectory Diffusion for Object-Centric Manipulation,Cheng-Chun Hsu; Bowen Wen; Jie Xu; Yashraj Narang; Xiaolong Wang; Yuke Zhu; Joydeep Biswas; Stan Birchfield,2024,arXiv,http://arxiv.org/abs/2411.00965v2,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
218,Distribution of the least-squares estimators of a single Brownian trajectory diffusion coefficient,Denis Boyer; David S. Dean; Carlos Mejia-Monasterio; Gleb Oshanin,2013,arXiv,http://arxiv.org/abs/1301.4374v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
219,DISK: Dynamic Inference SKipping for World Models,Anugunj Naman; Gaibo Zhang; Ayushman Singh; Yaguang Zhang,2026,arXiv,http://arxiv.org/abs/2602.00440v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
220,Diffusion Predictive Control with Constraints,Ralf Römer; Alexander von Rohr; Angela P. Schoellig,2024,arXiv,http://arxiv.org/abs/2412.09342v2,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
221,Stochastic Trajectory Prediction under Unstructured Constraints,Hao Ma; Zhiqiang Pu; Shijie Wang; Boyin Liu; Huimu Wang; Yanyan Liang; Jianqiang Yi,2025,arXiv,http://arxiv.org/abs/2503.14203v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
222,InsTraj: Instructing Diffusion Models with Travel Intentions to Generate Real-world Trajectories,Yuanshao Zhu; Yuxuan Liang; Xiangyu Zhao; Liang Han; Xinwei Fang; Xun Zhou; Xuetao Wei; James Jianqiao Yu,2026,arXiv,http://arxiv.org/abs/2604.04106v2,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
223,A Markovian dynamics for C. elegans behavior across scales,Antonio C. Costa; Tosif Ahamed; David Jordan; Greg J. Stephens,2023,arXiv,http://arxiv.org/abs/2310.12883v2,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
224,Director3D: Real-world Camera Trajectory and 3D Scene Generation from Text,Xinyang Li; Zhangyu Lai; Linning Xu; Yansong Qu; Liujuan Cao; Shengchuan Zhang; Bo Dai; Rongrong Ji,2024,arXiv,http://arxiv.org/abs/2406.17601v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
225,Refining Diffusion Planner for Reliable Behavior Synthesis by Automatic Detection of Infeasible Plans,Kyowoon Lee; Seongun Kim; Jaesik Choi,2023,arXiv,http://arxiv.org/abs/2310.19427v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
226,BiTrajDiff: Bidirectional Trajectory Generation with Diffusion Models for Offline Reinforcement Learning,Yunpeng Qing; Yixiao Chi; Shuo Chen; Shunyu Liu; Kexuan Zhou; Sixu Lin; Litao Liu; Changqing Zou,2025,arXiv,http://arxiv.org/abs/2506.05762v5,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
227,STITCH-OPE: Trajectory Stitching with Guided Diffusion for Off-Policy Evaluation,Hossein Goli; Michael Gimelfarb; Nathan Samuel de Lara; Haruki Nishimura; Masha Itkina; Florian Shkurti,2025,arXiv,http://arxiv.org/abs/2505.20781v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
228,SED-MVS: Segmentation-Driven and Edge-Aligned Deformation Multi-View Stereo with Depth Restoration and Occlusion Constraint,Zhenlong Yuan; Zhidong Yang; Yujun Cai; Kuangxin Wu; Mufan Liu; Dapeng Zhang; Hao Jiang; Zhaoxin Li; Zhaoqi Wang,2025,arXiv,http://arxiv.org/abs/2503.13721v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
229,Cross-Domain Energy-Guided Diffusion Generation for Off-Dynamics Reinforcement Learning,Yu Yang; Yihong Guo; Anqi Liu; Pan Xu,2026,arXiv,http://arxiv.org/abs/2605.24810v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
230,Diffusion Models as Optimizers for Efficient Planning in Offline RL,Renming Huang; Yunqiang Pei; Guoqing Wang; Yangming Zhang; Yang Yang; Peng Wang; Hengtao Shen,2024,arXiv,http://arxiv.org/abs/2407.16142v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
231,Anomalous diffusion in the citation time series of scientific publications,Maryam Zamani; Erez Aghion; Peter Pollner; Tamas Vicsek; Holger Kantz,2021,arXiv,http://arxiv.org/abs/2106.10038v2,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
232,Diffusion Reward: Learning Rewards via Conditional Video Diffusion,Tao Huang; Guangqi Jiang; Yanjie Ze; Huazhe Xu,2023,arXiv,http://arxiv.org/abs/2312.14134v3,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
233,A Molecular Dynamics Simulation of the Turbulent Couette Minimal Flow Unit,E. R. Smith,2015,arXiv,http://arxiv.org/abs/1508.01163v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
234,Joint Pedestrian Trajectory Prediction through Posterior Sampling,Haotian Lin; Yixiao Wang; Mingxiao Huo; Chensheng Peng; Zhiyuan Liu; Masayoshi Tomizuka,2024,arXiv,http://arxiv.org/abs/2404.00237v2,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
235,LPNSR: Optimal Noise-Guided Diffusion Image Super-Resolution Via Learnable Noise Prediction,Shuwei Huang; Shizhuo Liu; Zijun Wei,2026,arXiv,http://arxiv.org/abs/2603.21045v5,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
236,ATraDiff: Accelerating Online Reinforcement Learning with Imaginary Trajectories,Qianlan Yang; Yu-Xiong Wang,2024,arXiv,http://arxiv.org/abs/2406.04323v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
237,Any 3D Scene is Worth 1K Tokens: 3D-Grounded Representation for Scene Generation at Scale,Dongxu Wei; Qi Xu; Zhiqi Li; Hangning Zhou; Cong Qiu; Hailong Qin; Mu Yang; Zhaopeng Cui; Peidong Liu,2026,arXiv,http://arxiv.org/abs/2604.11331v1,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
238,Learning to Advect: A Neural Semi-Lagrangian Architecture for Weather Forecasting,Carlos A. Pereira; Stéphane Gaudreault; Valentin Dallerit; Christopher Subich; Shoyon Panday; Siqi Wei; Sasa Zhang; Siddharth Rout; Eldad Haber; Raymond J. Spiteri; David Millard; Emilia Diaconescu,2026,arXiv,http://arxiv.org/abs/2601.21151v2,diffusion and trajectory generation,Retrieved by arXiv query: trajectory diffusion.,Neighboring generative planners may share the same selection pathology.
239,Reward Model Ensembles Help Mitigate Overoptimization,Thomas Coste; Usman Anwar; Robert Kirk; David Krueger,2023,arXiv,http://arxiv.org/abs/2310.02743v2,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
240,Rethinking Reward Model Evaluation Through the Lens of Reward Overoptimization,Sunghwan Kim; Dongjin Kang; Taeyoon Kwon; Hyungjoo Chae; Dongha Lee; Jinyoung Yeo,2025,arXiv,http://arxiv.org/abs/2505.12763v1,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
241,Confronting Reward Model Overoptimization with Constrained RLHF,Ted Moskovitz; Aaditya K. Singh; DJ Strouse; Tuomas Sandholm; Ruslan Salakhutdinov; Anca D. Dragan; Stephen McAleer,2023,arXiv,http://arxiv.org/abs/2310.04373v2,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
242,Confronting Reward Overoptimization for Diffusion Models: A Perspective of Inductive and Primacy Biases,Ziyi Zhang; Sen Zhang; Yibing Zhan; Yong Luo; Yonggang Wen; Dacheng Tao,2024,arXiv,http://arxiv.org/abs/2402.08552v2,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
243,Provably Mitigating Overoptimization in RLHF: Your SFT Loss is Implicitly an Adversarial Regularizer,Zhihan Liu; Miao Lu; Shenao Zhang; Boyi Liu; Hongyi Guo; Yingxiang Yang; Jose Blanchet; Zhaoran Wang,2024,arXiv,http://arxiv.org/abs/2405.16436v3,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
244,Correcting the Mythos of KL-Regularization: Direct Alignment without Overoptimization via Chi-Squared Preference Optimization,Audrey Huang; Wenhao Zhan; Tengyang Xie; Jason D. Lee; Wen Sun; Akshay Krishnamurthy; Dylan J. Foster,2024,arXiv,http://arxiv.org/abs/2407.13399v3,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
245,Overcoming Reward Overoptimization via Adversarial Policy Optimization with Lightweight Uncertainty Estimation,Xiaoying Zhang; Jean-Francois Ton; Wei Shen; Hongning Wang; Yang Liu,2024,arXiv,http://arxiv.org/abs/2403.05171v2,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
246,Bayesian Reward Models for LLM Alignment,Adam X. Yang; Maxime Robeyns; Thomas Coste; Zhengyan Shi; Jun Wang; Haitham Bou-Ammar; Laurence Aitchison,2024,arXiv,http://arxiv.org/abs/2402.13210v2,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
247,Real-Time Aligned Reward Model beyond Semantics,Zixuan Huang; Xin Xia; Yuxi Ren; Jianbin Zheng; Xuefeng Xiao; Hongyan Xie; Li Huaqiu; Songshi Liang; Zhongxiang Dai; Fuzhen Zhuang; Jianxin Li; Yikun Ban; Deqing Wang,2026,arXiv,http://arxiv.org/abs/2601.22664v4,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
248,Helping or Herding? Reward Model Ensembles Mitigate but do not Eliminate Reward Hacking,Jacob Eisenstein; Chirag Nagpal; Alekh Agarwal; Ahmad Beirami; Alex D'Amour; DJ Dvijotham; Adam Fisch; Katherine Heller; Stephen Pfohl; Deepak Ramachandran; Peter Shaw; Jonathan Berant,2023,arXiv,http://arxiv.org/abs/2312.09244v3,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
249,Scaling Laws for Reward Model Overoptimization in Direct Alignment Algorithms,Rafael Rafailov; Yaswanth Chittepu; Ryan Park; Harshit Sikchi; Joey Hejna; Bradley Knox; Chelsea Finn; Scott Niekum,2024,arXiv,http://arxiv.org/abs/2406.02900v2,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
250,Improving Machine Translation with Human Feedback: An Exploration of Quality Estimation as a Reward Model,Zhiwei He; Xing Wang; Wenxiang Jiao; Zhuosheng Zhang; Rui Wang; Shuming Shi; Zhaopeng Tu,2024,arXiv,http://arxiv.org/abs/2401.12873v3,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
251,Evaluating Robustness of Reward Models for Mathematical Reasoning,Sunghwan Kim; Dongjin Kang; Taeyoon Kwon; Hyungjoo Chae; Jungsoo Won; Dongha Lee; Jinyoung Yeo,2024,arXiv,http://arxiv.org/abs/2410.01729v1,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
252,InfoRM: Mitigating Reward Hacking in RLHF via Information-Theoretic Reward Modeling,Yuchun Miao; Sen Zhang; Liang Ding; Rong Bao; Lefei Zhang; Dacheng Tao,2024,arXiv,http://arxiv.org/abs/2402.09345v5,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
253,PIRA: Preference-Oriented Instruction-Tuned Reward Models with Dual Aggregation,Yongfu Xue,2025,arXiv,http://arxiv.org/abs/2511.20668v2,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
254,EvalStop: Using World Feedback to Detect and Correct Reward Overoptimization in Multi-Tenant RLHF Platforms,Guilin Zhang; Chuanyi Sun; Shahryar Sarkani; John M. Fossaceca,2026,arXiv,http://arxiv.org/abs/2606.04145v1,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
255,Off-Policy Corrected Reward Modeling for Reinforcement Learning from Human Feedback,Johannes Ackermann; Takashi Ishida; Masashi Sugiyama,2025,arXiv,http://arxiv.org/abs/2507.15507v1,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
256,RewardUQ: A Unified Framework for Uncertainty-Aware Reward Models,Daniel Yang; Samuel Stante; Florian Redhardt; Lena Libon; Parnian Kassraie; Ido Hakimi; Barna Pásztor; Andreas Krause,2026,arXiv,http://arxiv.org/abs/2602.24040v1,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
257,Rethinking Reward Model Evaluation: Are We Barking up the Wrong Tree?,Xueru Wen; Jie Lou; Yaojie Lu; Hongyu Lin; Xing Yu; Xinyu Lu; Ben He; Xianpei Han; Debing Zhang; Le Sun,2024,arXiv,http://arxiv.org/abs/2410.05584v5,proxy optimization and Best-of-N,Retrieved by arXiv query: reward model overoptimization.,Prior reward-hacking results may already explain the failure mode.
258,The Best of N Worlds: Aligning Reinforcement Learning with Best-of-N Sampling via max@k Optimisation,Farid Bagirov; Mikhail Arkhipov; Ksenia Sycheva; Evgeniy Glukhov; Egor Bogomolov,2025,arXiv,http://arxiv.org/abs/2510.23393v1,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
259,BOND: Aligning LLMs with Best-of-N Distillation,Pier Giuseppe Sessa; Robert Dadashi; Léonard Hussenot; Johan Ferret; Nino Vieillard; Alexandre Ramé; Bobak Shariari; Sarah Perrin; Abe Friesen; Geoffrey Cideron; Sertan Girgin; Piotr Stanczyk; Andrea Michi; Danila Sinopalnikov; Sabela Ramos; Amélie Héliou; Aliaksei Severyn; Matt Hoffman; Nikola Momchev; Olivier Bachem,2024,arXiv,http://arxiv.org/abs/2407.14622v1,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
260,Fast Best-of-N Decoding via Speculative Rejection,Hanshi Sun; Momin Haider; Ruiqi Zhang; Huitao Yang; Jiahao Qiu; Ming Yin; Mengdi Wang; Peter Bartlett; Andrea Zanette,2024,arXiv,http://arxiv.org/abs/2410.20290v2,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
261,AdaBoN: Adaptive Best-of-N Alignment,Vinod Raman; Hilal Asi; Satyen Kale,2025,arXiv,http://arxiv.org/abs/2505.12050v3,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
262,Theoretical guarantees on the best-of-n alignment policy,Ahmad Beirami; Alekh Agarwal; Jonathan Berant; Alexander D'Amour; Jacob Eisenstein; Chirag Nagpal; Ananda Theertha Suresh,2024,arXiv,http://arxiv.org/abs/2401.01879v3,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
263,Soft Best-of-n Sampling for Model Alignment,Claudio Mayrink Verdun; Alex Oesterling; Himabindu Lakkaraju; Flavio P. Calmon,2025,arXiv,http://arxiv.org/abs/2505.03156v1,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
264,BoNBoN Alignment for Large Language Models and the Sweetness of Best-of-n Sampling,Lin Gui; Cristina Gârbacea; Victor Veitch,2024,arXiv,http://arxiv.org/abs/2406.00832v3,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
265,Best-of-N Jailbreaking,John Hughes; Sara Price; Aengus Lynch; Rylan Schaeffer; Fazl Barez; Sanmi Koyejo; Henry Sleight; Erik Jones; Ethan Perez; Mrinank Sharma,2024,arXiv,http://arxiv.org/abs/2412.03556v2,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
266,RoBoN: Routed Online Best-of-n for Test-Time Scaling with Multiple LLMs,Jonathan Geuter; Gregor Kornhardt,2025,arXiv,http://arxiv.org/abs/2512.05542v1,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
267,"Making, not Taking, the Best of N",Ammar Khairi; Daniel D'souza; Marzieh Fadaee; Julia Kreutzer,2025,arXiv,http://arxiv.org/abs/2510.00931v1,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
